Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
"Engineer, manufacturing systems",Retail,Decreasing,high,47885.9,PhD,4,5977,1192,32.19,67.99,China,41.27
Energy manager,Healthcare,Decreasing,high,70620.15,Master’s Degree,18,723,881,73.37,67.15,Canada,49.63
Financial adviser,Finance,Increasing,high,30185.51,Master’s Degree,1,2693,5013,78.31,27.65,Brazil,49.73
Senior tax professional/tax inspector,Finance,Increasing,high,101228.25,High School,13,3855,9350,67.9,89.38,India,69.64
Veterinary surgeon,Entertainment,Increasing,high,36676.24,Bachelor’s Degree,10,9520,9722,0.85,4.78,UK,50.62
Records manager,Education,Increasing,high,94206.73,Master’s Degree,6,2151,6176,43.7,31.14,Canada,69.55
"Engineer, manufacturing",Retail,Increasing,high,66136.53,Bachelor’s Degree,14,9118,3790,14.04,26.68,China,34.99
Paramedic,Finance,Decreasing,high,136253.17,Bachelor’s Degree,3,2931,9631,60.99,90.87,India,50.73
Theatre director,Manufacturing,Increasing,high,144639.82,PhD,15,8270,7707,0.2,81.33,Brazil,67.82
Corporate investment banker,Education,Decreasing,high,131983.75,Bachelor’s Degree,8,4653,8103,91.84,8.52,India,69.66
Food technologist,Education,Decreasing,high,141179.16,Master’s Degree,0,1703,6523,55.14,29.97,China,55.55
Local government officer,Entertainment,Decreasing,high,50135.21,High School,12,2949,582,63.18,78.86,UK,52.4
Food technologist,IT,Increasing,high,92064.96,Master’s Degree,1,385,7554,43.44,19.99,Canada,34.69
Careers adviser,Entertainment,Decreasing,high,68755.87,High School,6,2280,4796,37.92,57.83,Germany,49.67
Pharmacologist,Transportation,Decreasing,high,37621.07,PhD,2,6408,8152,12.53,23.97,Australia,74.41
Government social research officer,IT,Increasing,high,33963.36,Master’s Degree,8,6614,6690,27.05,49.5,Canada,31.0
"Teacher, adult education",Transportation,Increasing,high,79509.03,Master’s Degree,8,2338,4616,22.61,96.69,Canada,25.61
"Surveyor, commercial/residential",Manufacturing,Decreasing,high,115265.8,High School,13,8251,8375,88.99,70.99,Australia,40.97
"Surveyor, mining",Finance,Decreasing,high,133877.84,High School,6,8550,9739,3.67,95.31,China,29.77
Charity officer,Finance,Decreasing,high,48285.25,Master’s Degree,20,6472,107,56.13,39.99,India,30.23
"Designer, industrial/product",IT,Decreasing,high,59233.68,Bachelor’s Degree,0,607,9822,47.65,86.79,Germany,24.1
Land,Finance,Decreasing,high,71742.5,Associate Degree,9,7072,432,53.81,75.72,China,64.23
Community arts worker,IT,Decreasing,high,112203.76,Associate Degree,3,9875,3590,88.53,84.52,USA,33.41
Soil scientist,Entertainment,Decreasing,high,66155.86,PhD,6,4620,3474,60.46,38.01,UK,56.5
Research scientist (medical),Healthcare,Increasing,high,68234.92,Bachelor’s Degree,16,4827,4355,95.05,15.96,Germany,38.63
Higher education careers adviser,Education,Decreasing,high,41739.81,PhD,17,450,6707,12.51,87.38,Canada,47.7
"Designer, graphic",Education,Decreasing,high,109269.34,PhD,12,1663,8511,78.12,52.74,Brazil,56.61
Control and instrumentation engineer,Finance,Increasing,high,33657.68,High School,4,3392,8782,23.95,13.26,India,76.02
Community arts worker,Manufacturing,Increasing,high,124148.5,Associate Degree,0,2022,7370,75.73,16.26,Canada,76.72
"Investment banker, operational",Education,Increasing,high,135791.06,Bachelor’s Degree,0,1285,5109,30.84,62.19,Australia,50.03
Furniture designer,IT,Decreasing,high,117688.66,Associate Degree,11,5582,5019,18.54,57.91,UK,48.79
Chief Technology Officer,Retail,Increasing,high,101607.51,Master’s Degree,11,7942,8373,80.64,38.7,Brazil,71.09
Minerals surveyor,Finance,Increasing,high,104467.27,Bachelor’s Degree,6,1236,1265,31.42,15.31,UK,65.72
Telecommunications researcher,IT,Increasing,high,75136.54,PhD,4,2283,5605,78.79,30.62,Germany,73.54
Brewing technologist,Transportation,Increasing,high,94172.88,Bachelor’s Degree,10,5949,8208,83.08,65.64,Australia,29.57
Curator,Finance,Decreasing,high,127741.51,Associate Degree,17,9010,1605,43.06,87.78,Canada,76.09
Charity officer,Manufacturing,Decreasing,high,140911.63,High School,15,4570,6972,37.23,60.88,China,47.75
Field seismologist,Entertainment,Increasing,high,108577.79,PhD,9,7231,2351,25.89,59.9,China,27.11
Museum/gallery curator,Retail,Increasing,high,133809.71,High School,17,2765,6391,43.1,75.61,China,33.69
"Development worker, community",IT,Decreasing,high,145944.98,Bachelor’s Degree,7,7503,9034,45.3,35.59,Australia,56.35
"Research officer, government",Healthcare,Increasing,high,137712.48,Master’s Degree,15,7245,8873,83.13,33.61,Australia,49.39
Health and safety adviser,Healthcare,Decreasing,high,131271.35,High School,14,6453,9679,51.55,45.25,Australia,34.76
Paediatric nurse,IT,Decreasing,high,78914.57,High School,17,9362,3155,39.39,99.57,Australia,44.28
Audiological scientist,Finance,Increasing,high,36488.93,High School,11,7883,389,4.18,64.58,Australia,49.85
"Designer, fashion/clothing",Finance,Increasing,high,39738.85,Associate Degree,9,8482,8616,47.29,61.38,Brazil,48.98
Tax inspector,Entertainment,Increasing,high,112314.57,Associate Degree,15,6547,8928,95.56,68.66,China,72.11
Oceanographer,Manufacturing,Increasing,high,60341.63,Bachelor’s Degree,5,5566,9049,87.06,54.38,Brazil,21.35
"Presenter, broadcasting",Healthcare,Decreasing,high,64503.13,Master’s Degree,20,1775,1807,72.22,4.71,Australia,30.51
Fast food restaurant manager,Manufacturing,Decreasing,high,112139.59,High School,20,1683,3129,83.8,41.19,USA,20.87
"Engineer, technical sales",Retail,Decreasing,high,40914.17,Associate Degree,13,1920,1981,6.76,80.32,USA,52.11
"Conservator, furniture",IT,Decreasing,high,97607.06,PhD,2,207,7509,86.18,2.6,India,69.67
Health service manager,IT,Decreasing,high,142067.75,PhD,12,5522,6544,0.67,47.54,Germany,37.26
Multimedia programmer,Healthcare,Increasing,high,91593.09,Master’s Degree,16,1040,880,40.38,87.52,Germany,26.42
"Production assistant, television",Entertainment,Increasing,high,34585.33,High School,17,4719,8916,92.88,69.85,China,27.08
Dance movement psychotherapist,Transportation,Decreasing,high,61347.41,Master’s Degree,20,6632,8329,63.33,17.68,Germany,26.13
Personal assistant,Finance,Decreasing,high,108287.48,Master’s Degree,7,611,6595,21.49,13.97,USA,26.44
Chiropractor,Education,Decreasing,high,60814.06,Master’s Degree,19,9924,3477,3.27,42.44,India,41.24
"Engineer, mining",Retail,Increasing,high,95863.53,Associate Degree,13,5829,2937,25.3,49.29,Canada,41.0
"Teacher, secondary school",Healthcare,Decreasing,high,93847.98,High School,20,3125,8846,19.24,64.95,Australia,25.36
Educational psychologist,Healthcare,Increasing,high,124961.62,PhD,2,3057,9244,60.43,95.18,China,38.16
Multimedia specialist,Education,Decreasing,high,97096.82,Bachelor’s Degree,0,3086,1964,60.93,6.83,Canada,55.38
Fast food restaurant manager,Finance,Decreasing,high,107213.99,PhD,17,6676,2588,86.69,81.59,Germany,43.77
"Restaurant manager, fast food",Retail,Increasing,high,120894.86,PhD,7,8350,4359,35.17,10.71,Germany,43.18
"Engineer, manufacturing",IT,Decreasing,high,77491.34,Master’s Degree,16,4220,4023,51.73,26.0,Canada,63.32
Lawyer,Finance,Decreasing,high,110879.58,PhD,6,3518,3842,44.36,60.41,Australia,61.85
"Therapist, music",IT,Increasing,high,136500.36,High School,7,5883,2919,7.58,59.4,Canada,27.31
"Surveyor, mining",Manufacturing,Increasing,high,35904.84,Master’s Degree,9,6862,8281,15.96,83.52,Canada,65.67
"Therapist, sports",Entertainment,Increasing,high,141316.89,Bachelor’s Degree,15,3584,4319,62.11,66.28,Brazil,57.08
Facilities manager,Manufacturing,Increasing,high,57047.49,High School,3,4611,7657,14.1,26.51,Germany,71.29
"Research officer, government",Manufacturing,Increasing,high,145744.03,High School,11,1664,7214,70.91,15.77,UK,66.22
Furniture designer,Education,Decreasing,high,117019.35,PhD,12,8135,2350,68.05,91.78,India,58.19
Chartered legal executive (England and Wales),IT,Decreasing,high,74615.97,Master’s Degree,4,4031,5397,59.31,34.09,UK,40.61
Early years teacher,Manufacturing,Decreasing,high,136356.78,Associate Degree,0,7704,8985,15.64,66.72,USA,58.77
"Lighting technician, broadcasting/film/video",Transportation,Decreasing,high,30200.34,Bachelor’s Degree,10,6040,2345,11.47,45.67,Brazil,68.98
Merchant navy officer,Transportation,Increasing,high,49836.68,Master’s Degree,11,4587,2334,79.46,9.72,India,34.9
Statistician,Finance,Decreasing,high,127712.83,Associate Degree,15,6197,3278,39.51,37.27,Canada,75.88
Hydrologist,Retail,Increasing,high,85247.74,High School,7,2481,9780,94.61,50.0,Australia,54.42
Manufacturing engineer,Finance,Decreasing,high,131185.71,PhD,16,2758,9303,77.34,36.57,India,48.85
Best boy,Retail,Decreasing,high,120796.11,Associate Degree,11,5360,100,96.01,41.42,India,59.07
Pharmacologist,Entertainment,Increasing,high,42512.39,PhD,15,9771,3224,80.82,23.45,Germany,36.07
Artist,Entertainment,Decreasing,high,76188.95,PhD,10,9553,3122,0.25,34.66,USA,54.24
Radio producer,Entertainment,Increasing,high,54417.98,Bachelor’s Degree,1,4050,8925,67.92,2.98,Australia,42.04
"Engineer, drilling",Manufacturing,Decreasing,high,36748.09,Associate Degree,20,5673,9470,80.47,66.56,Canada,77.52
Theatre director,Manufacturing,Increasing,high,58373.11,Associate Degree,3,503,510,4.88,21.28,UK,57.61
English as a foreign language teacher,Healthcare,Decreasing,high,148091.59,Master’s Degree,12,4656,3194,40.25,96.74,Brazil,75.93
Aeronautical engineer,Finance,Decreasing,high,99843.4,Associate Degree,19,3200,5611,74.66,42.96,UK,26.3
Environmental education officer,Finance,Decreasing,high,125352.75,Associate Degree,8,2916,6151,32.45,43.38,UK,51.57
General practice doctor,Education,Increasing,high,105125.53,Associate Degree,12,3664,963,97.45,50.59,USA,25.25
Senior tax professional/tax inspector,Retail,Increasing,high,33518.3,PhD,0,5913,6384,33.36,50.62,India,25.93
Midwife,Finance,Increasing,high,147040.32,Bachelor’s Degree,16,8038,1917,15.44,76.37,India,79.57
Field seismologist,Retail,Increasing,high,121988.64,Associate Degree,7,614,3628,70.74,45.93,Germany,28.18
"Editor, commissioning",Finance,Decreasing,high,90507.77,PhD,17,9706,6329,59.39,33.32,USA,24.18
Animal nutritionist,Education,Increasing,high,144517.9,High School,12,5031,2728,25.14,89.34,Australia,60.16
"Conservation officer, nature",Manufacturing,Increasing,high,47731.0,Associate Degree,5,9967,1351,30.51,45.7,Australia,27.71
Veterinary surgeon,Transportation,Decreasing,high,34657.59,Bachelor’s Degree,17,8527,5696,2.06,84.03,USA,63.76
Tree surgeon,Education,Decreasing,high,125934.7,Master’s Degree,15,2632,7399,74.91,17.09,USA,72.12
Technical author,Entertainment,Decreasing,high,86080.58,Bachelor’s Degree,14,1295,8688,97.84,44.35,Australia,74.75
Financial planner,Healthcare,Increasing,high,69052.75,Bachelor’s Degree,1,6609,7272,59.46,83.02,Germany,70.91
Waste management officer,IT,Decreasing,high,83954.33,Master’s Degree,14,7309,7640,86.02,1.25,Brazil,78.73
Commissioning editor,Healthcare,Decreasing,high,39101.68,Bachelor’s Degree,19,5222,5911,31.04,6.63,India,72.76
Volunteer coordinator,Entertainment,Increasing,high,91996.7,PhD,6,599,7938,54.54,25.05,Germany,34.5
Microbiologist,Education,Decreasing,high,148864.2,Master’s Degree,9,9711,6715,42.35,32.57,Brazil,21.27
Therapeutic radiographer,Transportation,Increasing,high,117229.54,PhD,20,6051,4827,7.14,66.8,UK,48.13
Database administrator,Education,Increasing,high,71618.01,High School,13,3283,3182,21.91,34.81,UK,30.08
"Solicitor, Scotland",Transportation,Decreasing,high,146410.69,PhD,19,4121,8384,25.82,91.52,India,67.31
Hotel manager,Healthcare,Decreasing,high,81639.69,Bachelor’s Degree,3,6154,7863,45.58,18.92,Australia,54.83
"Librarian, academic",Retail,Increasing,high,129715.71,Bachelor’s Degree,3,6017,4321,76.81,71.94,USA,55.54
"Designer, interior/spatial",Transportation,Decreasing,high,39631.93,High School,9,1499,7063,38.74,24.53,India,70.04
"Pilot, airline",Healthcare,Decreasing,high,46329.51,Associate Degree,19,2826,8850,31.32,60.16,China,65.73
Barrister's clerk,Finance,Increasing,high,58738.45,High School,1,8432,6885,1.47,53.85,Germany,36.47
"Journalist, broadcasting",Entertainment,Decreasing,high,111599.3,Associate Degree,6,9652,4812,39.04,23.87,Canada,53.53
Volunteer coordinator,Finance,Increasing,high,33265.65,Master’s Degree,0,8006,2619,56.66,15.31,Canada,34.74
Forensic scientist,Healthcare,Increasing,high,122565.01,High School,10,213,2174,99.67,66.26,China,53.74
Animal nutritionist,IT,Increasing,high,76122.6,Associate Degree,3,9455,3532,49.04,2.92,USA,49.35
Quarry manager,Entertainment,Increasing,high,85629.12,Bachelor’s Degree,12,1569,3903,20.62,92.94,India,67.84
Counselling psychologist,Finance,Increasing,high,118042.39,PhD,15,1813,5136,60.81,10.77,Brazil,27.08
Retail manager,Manufacturing,Increasing,high,89294.37,High School,13,1215,165,55.78,94.13,Germany,20.58
Mudlogger,Manufacturing,Decreasing,high,83047.53,Master’s Degree,11,256,8038,36.9,87.31,Canada,33.14
Press photographer,Finance,Increasing,high,79706.49,High School,3,759,7703,46.25,53.22,Brazil,59.8
Agricultural consultant,Education,Decreasing,high,131295.66,PhD,9,2756,5563,61.77,14.27,India,30.5
Diplomatic Services operational officer,Entertainment,Decreasing,high,121785.83,PhD,0,8350,6055,73.75,41.46,Brazil,60.91
Pension scheme manager,Finance,Decreasing,high,105982.95,Bachelor’s Degree,4,1723,393,11.87,76.78,India,57.18
Printmaker,Finance,Decreasing,high,98965.4,PhD,14,3751,7886,51.68,90.02,Germany,57.75
"Therapist, nutritional",Healthcare,Increasing,high,134923.55,Master’s Degree,15,9858,7470,31.81,14.78,India,32.55
Chief Marketing Officer,Transportation,Decreasing,high,107830.57,PhD,17,8839,2129,4.97,91.59,Brazil,53.55
Photographer,Retail,Decreasing,high,64465.88,PhD,12,2057,9669,62.31,87.56,Germany,45.93
International aid/development worker,Education,Decreasing,high,107228.81,PhD,12,9814,1382,1.07,67.38,Germany,69.73
Electrical engineer,IT,Increasing,high,131188.78,Bachelor’s Degree,9,2252,6940,13.27,92.66,India,73.29
Solicitor,Transportation,Decreasing,high,59840.08,Associate Degree,20,1869,9046,22.86,43.83,Canada,70.98
"Surveyor, mining",Retail,Increasing,high,120685.45,Bachelor’s Degree,11,3987,8094,68.35,89.65,Australia,65.59
Warden/ranger,Retail,Decreasing,high,138855.47,PhD,10,6812,3322,73.61,61.23,USA,56.33
"Surveyor, insurance",Transportation,Increasing,high,90298.38,Master’s Degree,14,8925,1745,98.17,71.7,China,35.23
"Sound technician, broadcasting/film/video",Finance,Decreasing,high,37368.34,Associate Degree,1,1403,7857,27.37,10.76,Brazil,56.09
Armed forces training and education officer,Manufacturing,Decreasing,high,104470.79,Associate Degree,5,3577,2062,92.39,39.44,UK,58.47
Curator,Retail,Decreasing,high,35450.27,Bachelor’s Degree,9,2535,4742,30.54,13.56,Canada,79.9
Museum/gallery exhibitions officer,Education,Decreasing,high,95586.95,Master’s Degree,18,7463,8271,38.8,54.4,China,55.68
"Exhibitions officer, museum/gallery",IT,Increasing,high,62693.88,Master’s Degree,5,7853,6601,40.31,9.05,Brazil,22.64
Armed forces training and education officer,Retail,Increasing,high,98536.4,High School,5,1152,3793,58.27,14.16,Australia,65.32
Chartered legal executive (England and Wales),Manufacturing,Decreasing,high,142505.82,Associate Degree,15,2200,3593,25.9,43.16,UK,25.34
Conference centre manager,Education,Increasing,high,54027.29,Associate Degree,0,8834,234,13.37,25.26,USA,58.18
Fashion designer,Finance,Increasing,high,89753.25,Bachelor’s Degree,11,2483,9338,59.34,37.24,China,79.12
"Surveyor, land/geomatics",Entertainment,Increasing,high,118986.51,High School,19,5870,2101,97.54,18.82,USA,64.56
Company secretary,Finance,Decreasing,high,117407.46,High School,2,7455,3036,36.14,54.96,USA,78.86
Theatre stage manager,Education,Increasing,high,49134.75,Bachelor’s Degree,8,2640,3559,38.53,78.26,India,21.71
"Designer, graphic",Finance,Decreasing,high,111916.11,High School,1,8443,8194,61.23,6.47,UK,56.35
"Engineer, biomedical",IT,Increasing,high,147567.21,PhD,15,8054,8494,25.49,89.72,Brazil,71.05
Colour technologist,Transportation,Decreasing,high,124008.02,PhD,3,2507,8885,40.86,36.32,Germany,43.25
Stage manager,Education,Increasing,high,49096.04,High School,8,5009,5010,35.15,10.15,Australia,69.24
"Designer, interior/spatial",IT,Decreasing,high,120913.28,PhD,3,7057,123,11.26,77.87,China,46.81
Amenity horticulturist,Retail,Decreasing,high,80266.0,Associate Degree,14,3970,8196,1.17,27.21,UK,57.21
"Engineer, aeronautical",Entertainment,Decreasing,high,62720.94,Master’s Degree,17,2821,700,11.65,68.99,USA,68.59
Trade union research officer,Transportation,Decreasing,high,126648.66,PhD,1,4296,3454,94.31,62.18,UK,51.55
Field seismologist,Education,Decreasing,high,129742.25,Bachelor’s Degree,7,1454,9777,15.24,91.44,Germany,74.34
Forensic psychologist,Healthcare,Increasing,high,43271.31,Associate Degree,19,4120,2492,83.9,98.97,USA,39.49
Health physicist,Finance,Increasing,high,97792.44,Associate Degree,3,223,7557,63.73,7.25,USA,67.36
"Accountant, chartered public finance",Finance,Increasing,high,147224.92,Master’s Degree,15,528,4234,52.36,88.11,China,54.45
Drilling engineer,IT,Decreasing,high,120586.05,Bachelor’s Degree,17,567,8723,52.81,68.92,Australia,36.9
"Conservator, furniture",Transportation,Increasing,high,86086.9,High School,18,6278,3140,82.13,35.58,Canada,21.66
Hospital doctor,Manufacturing,Decreasing,high,120171.4,Master’s Degree,17,8452,9986,74.55,57.17,Australia,40.64
Recruitment consultant,Retail,Increasing,high,145298.2,High School,17,3870,3979,7.3,77.87,Canada,59.46
"Designer, furniture",Manufacturing,Increasing,high,61799.89,Associate Degree,4,6804,4265,44.7,90.59,Brazil,43.61
Investment analyst,Healthcare,Increasing,high,123773.51,High School,6,2959,1244,2.39,39.9,Canada,56.13
"Psychologist, counselling",Education,Decreasing,high,136470.38,Associate Degree,12,1728,6182,89.8,82.37,Germany,29.4
Health visitor,Retail,Decreasing,high,109887.81,Associate Degree,8,1741,1929,12.38,76.53,UK,77.99
Firefighter,Finance,Decreasing,high,97515.56,Master’s Degree,15,4127,2993,47.03,22.24,Canada,74.98
Diagnostic radiographer,Education,Increasing,high,77291.59,Master’s Degree,4,3032,7139,17.59,99.83,UK,36.78
